customer_id,product_id,basket_date,basket_count,year_month
2222812,46264677,2019-06-13,2,2019-06
8655171,1069969,2019-06-13,2,2019-06
1838899,53610850,2019-06-13,2,2019-06
16826822,46315448,2019-06-13,2,2019-06
12359985,6362696,2019-06-13,2,2019-06
9917254,35504415,2019-06-13,2,2019-06
17674158,50147514,2019-06-13,3,2019-06
30647820,38656612,2019-06-13,2,2019-06
43233031,51304424,2019-06-13,3,2019-06
13710368,2174680,2019-06-13,2,2019-06
28588808,43518444,2019-06-13,2,2019-06
29680005,46234841,2019-06-13,2,2019-06
6707480,6687642,2019-06-13,2,2019-06
25479094,36803109,2019-06-13,2,2019-06
14393628,40275989,2019-06-13,2,2019-06
11055739,52784074,2019-06-13,2,2019-06
10753151,31928645,2019-06-13,2,2019-06
20400518,48339717,2019-06-13,2,2019-06
38367645,50935511,2019-06-13,2,2019-06
9649603,75827,2019-06-13,2,2019-06
26604896,34743697,2019-06-13,2,2019-06
4130264,48498705,2019-06-13,2,2019-06
35422870,41666127,2019-06-13,2,2019-06
23401238,31544299,2019-06-13,2,2019-06
1051979,33259863,2019-06-13,2,2019-06
32676666,4359177,2019-06-13,2,2019-06
10661854,2486022,2019-06-13,2,2019-06
17936038,40302663,2019-06-12,2,2019-06
25601143,33059472,2019-06-13,2,2019-06
13216368,51821518,2019-06-12,2,2019-06
5391782,40573366,2019-06-12,2,2019-06
17010521,31074229,2019-06-12,2,2019-06
34955959,33976946,2019-06-12,3,2019-06
10465604,48660783,2019-06-12,2,2019-06
43811620,45607225,2019-06-12,5,2019-06
44028198,36287318,2019-06-12,4,2019-06
24639135,34759897,2019-06-12,2,2019-06
23809874,51257148,2019-06-12,2,2019-06
10970628,35490500,2019-06-12,2,2019-06
38387437,43893061,2019-06-12,2,2019-06
34713662,46275901,2019-06-12,2,2019-06
34548622,42617386,2019-06-12,2,2019-06
11353053,33272213,2019-06-12,2,2019-06
20654394,3373740,2019-06-12,2,2019-06
3233686,51577916,2019-06-12,2,2019-06
25707035,48161383,2019-06-12,2,2019-06
21168306,37214422,2019-06-12,2,2019-06
11313419,38272202,2019-06-12,2,2019-06
33918182,34417305,2019-06-12,2,2019-06
10609460,42366284,2019-06-12,2,2019-06
40020822,35210234,2019-06-12,2,2019-06
26432100,1290866,2019-06-12,2,2019-06
32967274,43914080,2019-06-12,2,2019-06
30649267,2584954,2019-06-12,2,2019-06
18986938,41631706,2019-06-12,2,2019-06
4946613,50614243,2019-06-12,2,2019-06
17910202,2119554,2019-06-12,3,2019-06
11328733,6071932,2019-06-12,2,2019-06
1117990,42001725,2019-06-12,2,2019-06
10044453,45995859,2019-06-12,2,2019-06
17586951,47498750,2019-06-11,3,2019-06
4232633,31264988,2019-06-12,2,2019-06
14536264,31929332,2019-06-11,2,2019-06
16083360,32062664,2019-06-11,2,2019-06
43964413,49563351,2019-06-12,2,2019-06
3799237,46882361,2019-06-11,2,2019-06
24989857,31574046,2019-06-11,2,2019-06
9905865,2389219,2019-06-12,2,2019-06
37108659,33135320,2019-06-11,2,2019-06
37003864,194476,2019-06-11,2,2019-06
2693398,2037881,2019-06-11,3,2019-06
13871654,52400203,2019-06-12,4,2019-06
27338143,37119662,2019-06-12,2,2019-06
6415039,1263668,2019-06-12,2,2019-06
8309537,6057155,2019-06-11,2,2019-06
35097013,44743774,2019-06-11,2,2019-06
20703289,35606222,2019-06-11,2,2019-06
8848196,37956563,2019-06-11,2,2019-06
16415127,39271497,2019-06-11,2,2019-06
2043297,39429530,2019-06-11,2,2019-06
20653360,3373776,2019-06-12,2,2019-06
1606255,31614873,2019-06-11,2,2019-06
43800788,33455785,2019-06-11,2,2019-06
14207427,42804748,2019-06-11,2,2019-06
26640040,35628135,2019-06-11,3,2019-06
12388090,52100301,2019-06-11,2,2019-06
5836969,37635455,2019-06-11,2,2019-06
13738776,47103092,2019-06-11,2,2019-06
1256572,46223058,2019-06-11,2,2019-06
18525838,36526014,2019-06-11,2,2019-06
14542584,34325708,2019-06-11,2,2019-06
20793903,36883703,2019-06-11,3,2019-06
18852448,35714519,2019-06-11,2,2019-06
15240260,42718843,2019-06-11,2,2019-06
42126412,50144709,2019-06-11,3,2019-06
4338804,32088797,2019-06-11,2,2019-06
18923,39543957,2019-06-11,2,2019-06
20888996,45867008,2019-06-11,2,2019-06
5519703,37138687,2019-06-11,2,2019-06
22153719,48170286,2019-06-11,2,2019-06
25227328,47480321,2019-06-11,2,2019-06
28451724,34758456,2019-06-11,2,2019-06
5222234,44071680,2019-06-11,2,2019-06
2194263,47629632,2019-06-11,2,2019-06
23873565,43547553,2019-06-11,2,2019-06
3817124,32785847,2019-06-11,2,2019-06
4110592,31670163,2019-06-11,2,2019-06
30386658,42204957,2019-06-10,2,2019-06
10984058,36262723,2019-06-10,2,2019-06
4251897,49635300,2019-06-10,4,2019-06
37882313,75982,2019-06-10,2,2019-06
37878482,35574453,2019-06-10,2,2019-06
29430541,37673669,2019-06-10,2,2019-06
38770403,33855721,2019-06-10,2,2019-06
29194179,48100893,2019-06-10,2,2019-06
16992703,46265269,2019-06-10,2,2019-06
5752656,49269021,2019-06-10,2,2019-06
14449256,48726515,2019-06-10,2,2019-06
8991620,37867230,2019-06-10,2,2019-06
8991620,26619559,2019-06-10,2,2019-06
42603942,2574017,2019-06-10,2,2019-06
11601751,5937271,2019-06-10,2,2019-06
11018038,39897558,2019-06-10,3,2019-06
40171904,50808810,2019-06-10,2,2019-06
42272533,41248653,2019-06-10,2,2019-06
9914727,49072861,2019-06-10,2,2019-06
12345984,2119180,2019-06-10,2,2019-06
10076914,52599106,2019-06-10,2,2019-06
28072411,45608891,2019-06-10,2,2019-06
11192694,46819379,2019-06-10,2,2019-06
1464368,52814926,2019-06-10,2,2019-06
35209912,40189771,2019-06-10,4,2019-06
13667156,45521272,2019-06-10,2,2019-06
10652667,53646587,2019-06-10,2,2019-06
43762876,47590184,2019-06-10,3,2019-06
4000201,48798489,2019-06-10,2,2019-06
5672659,36367433,2019-06-10,3,2019-06
4984868,32282141,2019-06-10,2,2019-06
9663092,31539844,2019-06-10,2,2019-06
23165057,43807033,2019-06-10,2,2019-06
7894818,51890468,2019-06-10,2,2019-06
27044277,44246310,2019-06-10,2,2019-06
31827880,50791389,2019-06-10,2,2019-06
4658766,46190992,2019-06-10,2,2019-06
7317954,41494469,2019-06-10,2,2019-06
11972023,38429796,2019-06-10,2,2019-06
42152862,40570017,2019-06-10,2,2019-06
32237011,39860130,2019-06-10,2,2019-06
9731632,34861166,2019-06-10,2,2019-06
40311615,43447584,2019-06-10,2,2019-06
40562111,2901279,2019-06-10,3,2019-06
40234331,48472946,2019-06-10,2,2019-06
3668008,31264088,2019-06-10,2,2019-06
32556504,35564684,2019-06-11,2,2019-06
1948876,32044498,2019-06-11,2,2019-06
9085224,2269240,2019-06-11,2,2019-06
33731480,42378988,2019-06-10,2,2019-06
12095897,35667782,2019-06-10,2,2019-06
12466578,35461777,2019-06-10,2,2019-06
12741498,38075718,2019-06-10,2,2019-06
14745127,35412812,2019-06-10,2,2019-06
18429167,49049060,2019-06-10,2,2019-06
11192694,4134720,2019-06-10,2,2019-06
11192694,1762367,2019-06-10,3,2019-06
43167288,49072850,2019-06-10,2,2019-06
5845919,3305158,2019-06-10,2,2019-06
8628598,6887765,2019-06-10,2,2019-06
30713502,35208525,2019-06-09,2,2019-06
12028941,30584059,2019-06-09,2,2019-06
22596705,34169047,2019-06-09,2,2019-06
839579,42888848,2019-06-09,2,2019-06
22570980,32449568,2019-06-09,2,2019-06
39891240,5808231,2019-06-09,2,2019-06
2379443,5218021,2019-06-09,2,2019-06
23170687,41192576,2019-06-09,3,2019-06
13723735,3579675,2019-06-09,2,2019-06
15559320,46021583,2019-06-09,3,2019-06
21630318,33362780,2019-06-10,2,2019-06
29566040,46893636,2019-06-10,2,2019-06
1209985,52636823,2019-06-10,2,2019-06
25022242,39050105,2019-06-09,2,2019-06
18613667,46933789,2019-06-09,2,2019-06
14373489,42712581,2019-06-09,3,2019-06
15575753,42466586,2019-06-09,2,2019-06
41262923,34683768,2019-06-09,2,2019-06
13755862,35140433,2019-06-10,2,2019-06
10587160,49072861,2019-06-10,2,2019-06
7044948,31708695,2019-06-10,2,2019-06
17416239,47348594,2019-06-10,2,2019-06
876917,46000191,2019-06-10,2,2019-06
874825,46197367,2019-06-10,2,2019-06
8370564,51789135,2019-06-09,2,2019-06
43022907,47851883,2019-06-09,2,2019-06
12683346,3169147,2019-06-09,2,2019-06
14523922,38268878,2019-06-10,2,2019-06
15757042,39577246,2019-06-09,2,2019-06
12249601,37206583,2019-06-09,2,2019-06
33271119,51436245,2019-06-09,2,2019-06
14526152,35093214,2019-06-09,2,2019-06
1743686,33277800,2019-06-09,2,2019-06
1797396,53560303,2019-06-09,2,2019-06
22527,27104159,2019-06-09,2,2019-06
1448984,44615244,2019-06-09,2,2019-06
20124178,6967678,2019-06-09,2,2019-06
7046780,26038409,2019-06-09,2,2019-06
41915867,46212951,2019-06-09,2,2019-06
24787951,31760428,2019-06-09,2,2019-06
2205334,49613083,2019-06-09,2,2019-06
3741114,42051826,2019-06-09,2,2019-06
28246172,41884885,2019-06-09,2,2019-06
15319966,47939117,2019-06-09,3,2019-06
8980600,37789891,2019-06-09,2,2019-06
13016133,51872774,2019-06-09,2,2019-06
28507042,32229572,2019-06-09,2,2019-06
43590331,31909620,2019-06-09,2,2019-06
17296588,35526884,2019-06-09,2,2019-06
6262657,50600656,2019-06-09,2,2019-06
43685191,39627247,2019-06-09,2,2019-06
1344621,34013459,2019-06-09,2,2019-06
6834886,49227282,2019-06-09,2,2019-06
42772762,31675406,2019-06-09,2,2019-06
1940535,6790877,2019-06-09,2,2019-06
5378891,49518400,2019-06-09,2,2019-06
1041847,926057,2019-06-09,3,2019-06
13016886,46402233,2019-06-09,2,2019-06
4867906,37504935,2019-06-09,2,2019-06
5401806,46983348,2019-06-09,2,2019-06
7178842,32271331,2019-06-09,2,2019-06
11267882,35104494,2019-06-09,2,2019-06
8773677,46344914,2019-06-09,2,2019-06
40954306,42585086,2019-06-09,3,2019-06
10476832,6710132,2019-06-09,2,2019-06
35202210,35446681,2019-05-31,2,2019-05
30250774,1817899,2019-05-31,5,2019-05
5396459,42267693,2019-05-31,2,2019-05
10941009,41916311,2019-05-31,2,2019-05
37911392,36464485,2019-05-31,2,2019-05
23618413,46753009,2019-05-31,2,2019-05
2598060,46395494,2019-05-31,2,2019-05
22467597,47864493,2019-05-31,4,2019-05
4496741,35157226,2019-05-31,2,2019-05
30602544,34643094,2019-05-31,2,2019-05
20298980,42680059,2019-05-31,2,2019-05
7603224,32242160,2019-05-31,2,2019-05
12586321,7163202,2019-05-31,2,2019-05
29395547,40148176,2019-05-31,2,2019-05
17775124,4038698,2019-05-31,2,2019-05
13357475,41666105,2019-05-31,2,2019-05
14411070,40737726,2019-05-31,2,2019-05
39888573,34231804,2019-05-31,2,2019-05
42971797,2926387,2019-05-31,2,2019-05
17770584,41955736,2019-05-30,4,2019-05
41778713,48412037,2019-05-31,2,2019-05
23015915,32729157,2019-06-01,2,2019-06
7305800,2590086,2019-05-30,2,2019-05
9273014,47498750,2019-05-31,2,2019-05
18984005,35542817,2019-05-30,3,2019-05
42901451,47065021,2019-05-30,2,2019-05
26992248,45542737,2019-05-30,2,2019-05
37967678,43843236,2019-05-31,2,2019-05
27571069,2516917,2019-05-30,2,2019-05
17451751,41055706,2019-05-30,2,2019-05
979605,48180382,2019-05-30,2,2019-05
18128940,42717473,2019-05-30,2,2019-05
9476102,32193947,2019-05-30,2,2019-05
42114407,50830370,2019-05-30,2,2019-05
41879347,38300838,2019-05-30,2,2019-05
14828895,49536881,2019-05-30,2,2019-05
14555986,35815433,2019-05-30,2,2019-05
9186380,35455205,2019-05-30,2,2019-05
34297507,6772765,2019-05-30,3,2019-05
11004449,5771528,2019-05-30,2,2019-05
10890326,2525349,2019-05-30,2,2019-05
3674104,31436706,2019-05-30,3,2019-05
18401341,46265830,2019-05-30,2,2019-05
18514496,32613412,2019-05-30,2,2019-05
24504465,14626909,2019-05-30,2,2019-05
6622389,46399218,2019-05-30,2,2019-05
35051713,48662959,2019-05-30,2,2019-05
3125584,46130148,2019-05-30,2,2019-05
22544958,41518248,2019-05-30,2,2019-05
18582682,2205258,2019-05-30,5,2019-05
26652097,39932740,2019-05-30,2,2019-05
40629174,36524491,2019-05-30,2,2019-05
11230356,42738485,2019-05-30,2,2019-05
1913258,31302953,2019-05-30,2,2019-05
12462443,49244342,2019-05-30,2,2019-05
30707948,47882506,2019-05-30,2,2019-05
24441836,1069992,2019-05-30,2,2019-05
2387598,41695418,2019-05-31,2,2019-05
43033667,51657194,2019-06-01,2,2019-06
10871751,32881677,2019-05-29,3,2019-05
35373121,37619876,2019-05-30,2,2019-05
15248145,36460533,2019-05-29,2,2019-05
31714338,42709284,2019-05-29,2,2019-05
41886667,34935878,2019-05-30,2,2019-05
23132989,37282152,2019-05-29,2,2019-05
35771516,3721117,2019-05-30,2,2019-05
36170151,46948784,2019-05-29,2,2019-05
4000919,579438,2019-05-29,2,2019-05
1816911,46296993,2019-05-29,2,2019-05
7115174,49833636,2019-05-29,2,2019-05
14156811,36921717,2019-05-29,2,2019-05
41156153,31731709,2019-05-29,2,2019-05
3113027,42793827,2019-05-29,2,2019-05
42134508,50153105,2019-05-29,3,2019-05
42632726,41884885,2019-05-29,2,2019-05
12851438,38451951,2019-05-29,2,2019-05
827244,41017861,2019-05-29,2,2019-05
42076235,44742433,2019-05-29,2,2019-05
24374452,34937153,2019-05-29,2,2019-05
12057509,44439082,2019-05-29,2,2019-05
35493962,46608628,2019-05-29,2,2019-05
1546248,34641601,2019-05-29,2,2019-05
26298686,3177311,2019-05-29,2,2019-05
42041680,43454321,2019-05-29,2,2019-05
5981417,38659252,2019-05-29,2,2019-05
25458345,33914175,2019-05-29,2,2019-05
11678182,47918282,2019-05-29,2,2019-05
22880921,36882826,2019-05-29,3,2019-05
31605714,34709106,2019-05-29,3,2019-05
42809494,42276302,2019-05-29,2,2019-05
42196868,46286574,2019-05-29,2,2019-05
34807773,32054321,2019-05-29,3,2019-05
23793284,40576144,2019-05-29,2,2019-05
2451756,42717473,2019-05-29,2,2019-05
41539050,44704486,2019-05-29,2,2019-05
21700599,39782810,2019-05-29,2,2019-05
19912903,31698629,2019-05-29,4,2019-05
15620411,38137406,2019-05-29,2,2019-05
10628622,51400039,2019-05-29,2,2019-05
17003757,45789049,2019-05-29,2,2019-05
32185322,32921059,2019-05-29,2,2019-05
14051477,47993173,2019-05-29,2,2019-05
6414907,38633681,2019-05-29,2,2019-05
34673895,32184467,2019-05-29,3,2019-05
10750015,36514103,2019-05-29,2,2019-05
37649774,44199847,2019-05-29,2,2019-05
42123294,46719101,2019-05-28,2,2019-05
11348365,34999480,2019-05-28,2,2019-05
23390601,2676242,2019-05-28,3,2019-05
17975466,5043529,2019-05-28,2,2019-05
34900245,50317552,2019-05-28,2,2019-05
11455296,39118761,2019-05-28,2,2019-05
22218879,46223762,2019-05-28,2,2019-05
32137840,7080239,2019-05-28,2,2019-05
41920916,49989019,2019-05-28,2,2019-05
28429658,3542132,2019-05-28,3,2019-05
14025815,42585510,2019-05-28,4,2019-05
35623249,35778574,2019-05-28,2,2019-05
15298262,33893185,2019-05-28,2,2019-05
6005770,7066841,2019-05-28,2,2019-05
26337435,32113030,2019-05-28,2,2019-05
33856339,7082068,2019-05-28,2,2019-05
42287167,40972875,2019-05-28,3,2019-05
2672509,46828105,2019-05-28,2,2019-05
18386240,2747816,2019-05-28,2,2019-05
